0	8 WAY SCROLL	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2F8%20Way%20Scroll%20%2819xx%29%28-%29.zip
0	84 CAVES THE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2F84%20Caves%2C%20The%20%2819xx%29%28-%29.zip
0	84 CAVES THE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2F84%20Caves%2C%20The%20%2819xx%29%28-%29%5Ba%5D.zip
0	A DAY AT THE HORSERACES V2 0	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FA%20Day%20at%20the%20Horseraces%20v2.0%20%2819xx%29%28-%29.zip
0	ABC	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FABC%20%281982%29%28R.J.%20Connolly%29.zip
0	ABC	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FABC%20%281982%29%28R.J.%20Connolly%29%5Ba%5D.zip
1	ABENTEUER DER ENTERPRISE DIE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Applications%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAbenteuer%20der%20Enterprise%2C%20Die%20%281984%29%28-%29%28de%29.zip
1	ACCOUNT MANAGER	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Applications%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAccount%20Manager%20%2819xx%29%28-%29.zip
1	ADDING SUBTRACTING	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Applications%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdding-Subtracting%20%2819xx%29%28-%29.zip
1	ADDRESS LABEL MAKER	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Applications%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAddress%20Label%20Maker%20%2819xx%29%28-%29.zip
0	ADRESSEN BESTAND	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdressen%20Bestand%20%2819xx%29%28M.E.%20Dias%20da%20Silva%29%28nl%29.zip
0	ADRESSENBESTAND	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdressenbestand%20%2819xx%29%28A.V.%20Oosten%29%28nl%29.zip
0	ADRESSVERWALTUNG	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdressverwaltung%20%2819xx%29%28-%29%28de%29.zip
0	ADVANCED LAWNMOWER SIMULATOR	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdvanced%20Lawnmower%20Simulator%20%281998%29%28Joe%20Mackay%29.zip
0	ADVENTURE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20%2819xx%29%28-%29%28de%29.zip
0	ADVENTURE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20%2819xx%29%28-%29.zip
0	ADVENTURE A THE PLANET OF DE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20A%20-%20The%20Planet%20of%20Death%20%281981%29%28Artic%20Computing%29.zip
0	ADVENTURE B INCA TREASURE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20B%20-%20Inca%20Treasure%20%281981%29%28Artic%20Computing%29.zip
0	ADVENTURE C ALIEN SPACESHIP	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20C%20-%20Alien%20Spaceship%20%281982%29%28Artic%20Computing%29.zip
0	ADVENTURE C ALIEN SPACESHIP	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20C%20-%20Alien%20Spaceship%20%281982%29%28Artic%20Computing%29%5Ba2%5D.zip
0	ADVENTURE C ALIEN SPACESHIP	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20C%20-%20Alien%20Spaceship%20%281982%29%28Artic%20Computing%29%5Ba%5D.zip
0	ADVENTURE D ESPIONAGE ISLAND	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20D%20-%20Espionage%20Island%20%281982%29%28Artic%20Computing%29.zip
0	ADVENTURE D ESPIONAGE ISLAND	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAdventure%20D%20-%20Espionage%20Island%20%281982%29%28Artic%20Computing%29%5Ba%5D.zip
0	AIR ATTACK	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAir%20Attack%20%2819xx%29%28-%29.zip
0	AIRLINE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAirline%20%281982%29%28CCS%29.zip
0	AIRLINE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAirline%20%281982%29%28CCS%29%5Ba%5D.zip
3	ALGEBRA 1 ROOTS OF QUADRATIC	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Educational%20%28TOSEC-v2011-09-24_CM%29%2FAlgebra%201%20-%20Roots%20of%20Quadratic%20Equations%20%2819xx%29%28-%29.zip
3	ALGEBRA 2 SIMULTANEOUS EQUAT	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Educational%20%28TOSEC-v2011-09-24_CM%29%2FAlgebra%202%20-%20Simultaneous%20Equations%20%2819xx%29%28-%29.zip
3	ALGEBRA 3 GREATEST COMMON DE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Educational%20%28TOSEC-v2011-09-24_CM%29%2FAlgebra%203%20-%20Greatest%20Common%20Denominator%20%2819xx%29%28-%29.zip
3	ALGEBRA 4 PRIME FACTORS OF I	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Educational%20%28TOSEC-v2011-09-24_CM%29%2FAlgebra%204%20-%20Prime%20Factors%20of%20Integers%20%2819xx%29%28-%29.zip
0	ALIEN	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAlien%20%2819xx%29%28-%29.zip
0	ALIEN ATTACK	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAlien%20Attack%20%2819xx%29%28J.%20Jones%29.zip
0	ALIEN ATTACK	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAlien%20Attack%20%2819xx%29%28J.%20Jones%29%5Ba%5D.zip
0	ALIEN DESCENDER	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAlien%20Descender%20%281983%29%28Fontana%20Publishing%29.zip
0	ALL CHANGE ROUTINE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAll%20Change%20Routine%20%2819xx%29%28-%29.zip
0	ALS ALFRED HITCHCOCK S BIRDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAls%20Alfred%20Hitchcock%27s%20Birds%20%2819xx%29%28nl%29.zip
0	AMAZE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAmaze%20%281983%29%28Fontana%20Publishing%29.zip
0	AMBASSADOR ZX 81	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAmbassador%20ZX-81%20%2819xx%29%28-%29%28it%29.zip
0	AMBULANCE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAmbulance%20%281984%29%28Sinclair%20User%29%5B16K%5D.zip
0	ANALISER	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAnaliser%20%2819xx%29%28-%29%28nl%29.zip
3	ANIMAL LEARNING GAME	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Educational%20%28TOSEC-v2011-09-24_CM%29%2FAnimal%20Learning%20Game%20%2819xx%29%28-%29.zip
0	APPEL	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAppel%20%281983%29%28-%29%28nl%29.zip
0	APPEND	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAppend%20%2819xx%29%28-%29%28nl%29.zip
0	APPLE NUCLEAR POWER PLANT	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FApple%20Nuclear%20Power%20Plant%20%2819xx%29%28Stephen%20R.%20Berggren%29.zip
0	ARCHERY	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArchery%20%2819xx%29%28-%29.zip
0	ARDRIJKSKUNDE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArdrijkskunde%20%2819xx%29%28-%29%28nl%29.zip
0	AREA V1	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArea%20v1%20%2819xx%29%28-%29.zip
0	AREA V2	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArea%20v2%20%2819xx%29%28-%29.zip
0	AREA V3	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArea%20v3%20%2819xx%29%28-%29.zip
0	ARITHMETIC RACE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArithmetic%20Race%20%281982%29%28Sinclair%20User%29%5B16K%5D.zip
